"id","carb_id","name_th","name_en","carbohydrate","fiber","weight","weightUnit","source","type","imageUrl","note"
"351","351","เนื้อหมูไม่ติดมัน 2 ช้อนโต๊ะ","เนื้อหมูไม่ติดมัน 2 ช้อนโต๊ะ","0","0","2","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน55kcal"
"352","352","เนื้อหมู 2 ช้อนโต๊ะ","เนื้อหมู 2 ช้อนโต๊ะ","0","0","2","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน75kcal"
"353","353","เนื้อไก่มีหนัง 2 ช้อนโต๊ะ","เนื้อไก่มีหนัง 2 ช้อนโต๊ะ","0","0","2","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน75kcal"
"354","354","เต้าหู้แข็ง 1⁄2 แผ่น","เต้าหู้แข็ง 1⁄2 แผ่น","0","0","0.5","แผ่น","1","8","","1ส่วน=พลังงาน75kcal"
"355","355","เต้าหู้ขาวอ่อน 2⁄3 หลอด","เต้าหู้ขาวอ่อน 2⁄3 หลอด","0","0","0.75","หลอด","1","8","","1ส่วน=พลังงาน75kcal"
"356","356","ซี่โครงหมูไม่ติดมัน 30 กรัม","ซี่โครงหมูไม่ติดมัน 30 กรัม","0","0","30","กรัม","1","8","","1ส่วน=พลังงาน75kcal"
"357","357","ปลาสวาย 2 ช้อนโต๊ะ","ปลาสวาย 2 ช้อนโต๊ะ","0","0","2","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน100kcal"
"358","358","หมูยอ 30 กรัม","หมูยอ 30 กรัม","0","0","30","กรัม","1","8","","1ส่วน=พลังงาน100kcal"
"359","359","เนื้อหมู/วัว ติดมัน 30 กรัม","เนื้อหมู/วัว ติดมัน 30 กรัม","0","0","30","กรัม","1","8","","1ส่วน=พลังงาน100kcal"
"360","360","เบคอน 3 ชิ้น","เบคอน 3 ชิ้น","0","0","3","ชิ้น","1","8","","1ส่วน=พลังงาน100kcal"
"361","361","แหนม 30 กรัม","แหนม 30 กรัม","0","0","30","กรัม","1","8","","1ส่วน=พลังงาน100kcal"
"362","362","ไส้กรอกหมู/ไก่ 30 กรัม (1 แท่งยาว)","ไส้กรอกหมู/ไก่ 30 กรัม (1 แท่งยาว)","0","0","30","กรัม","1","8","","1ส่วน=พลังงาน100kcal"
"363","363","ไส้กรอกอีสาน 1 ชิ้นกลาง","ไส้กรอกอีสาน 1 ชิ้นกลาง","0","0","1","ชิ้นกลาง","1","8","","1ส่วน=พลังงาน100kcal"
"364","364","น้ามันมะกอก","น้ามันมะกอก","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"365","365","เนยถั่วลิสง","เนยถั่วลิสง","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"366","366","เมล็ดมะม่วงหิมพานต์","เมล็ดมะม่วงหิมพานต์","0","0","6","เมล็ด","1","8","","1ส่วน=พลังงาน45kcal"
"367","367","เนยถั่ว","เนยถั่ว","0","0","2","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"368","368","น้ามันถั่วลิสง","น้ามันถั่วลิสง","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"369","369","ถ่ัวลิสง","ถ่ัวลิสง","0","0","10","เมล็ด","1","8","","1ส่วน=พลังงาน45kcal"
"370","370","งา","งา","0","0","1","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน45kcal"
"371","371","น้ำมันถ่ัวเหลือง","น้ำมันถ่ัวเหลือง","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"372","372","น้ำมันดอกคาฝอย","น้ำมันดอกคาฝอย","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"373","373","เมล็ดฟักทอง","เมล็ดฟักทอง","0","0","1","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน45kcal"
"374","374","น้ามันข้าวโพด","น้ามันข้าวโพด","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"375","375","เมล็ดทานตะวัน","เมล็ดทานตะวัน","0","0","1","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน45kcal"
"376","376","น้ามันหมู","น้ามันหมู","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"377","377","เนยขาว","เนยขาว","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"378","378","เบคอนทอด","เบคอนทอด","0","0","1","ชิ้น","1","8","","1ส่วน=พลังงาน45kcal"
"379","379","น้ามันไก่","น้ามันไก่","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"380","380","กะทิ","กะทิ","0","0","1","ช้อนโต๊ะ","1","8","","1ส่วน=พลังงาน45kcal"
"381","381","เนยสด","เนยสด","0","0","1","ช้อนชา","1","8","","1ส่วน=พลังงาน45kcal"
"382","382","เกี๊ยวซ่า (โออิชิ)","เกี๊ยวซ่า (โออิชิ)","15.3333333333333","0","48.8888888888889","กรัม","1","7","","1.5คาร์บ=5 ชิ้น"
"383","383","ไก่กรอบฮอทแอนด์สไปซี่ (สะโพก)KFC","ไก่กรอบฮอทแอนด์สไปซี่ (สะโพก)KFC","20","0","424","กรัม","1","7","","0.5คาร์บ=1 ชิ้น"
"384","384","ไก่กรอบฮอทแอนด์สไปซี่ (อก) KFC","ไก่กรอบฮอทแอนด์สไปซี่ (อก) KFC","18","0","125","กรัม","1","7","","1คาร์บ=1 ชิ้น"
"385","385","ไก่นิวออลีนส์Pizza( Hut)","ไก่นิวออลีนส์Pizza( Hut)","13","0","213","กรัม","1","7","","1คาร์บ=6 ชิ้น"
"386","386","ไก่นุ่มต้นตำรับ (สะโพก)KFC","ไก่นุ่มต้นตำรับ (สะโพก)KFC","12","0","408","กรัม","1","7","","0.5คาร์บ=1 ชิ้น"
"387","387","ไก่นุ่มต้นตำรับKFC (อก)","ไก่นุ่มต้นตำรับKFC (อก)","11","0","127","กรัม","1","7","","1คาร์บ=1 ชิ้น"
"388","388","ไก่ป๊อบKFC","ไก่ป๊อบKFC","15.3333333333333","0","22.2222222222222","กรัม","1","7","","1.5คาร์บ=1 กล่อง"
"389","389","ไก่วิงซ์แซ่บKFC","ไก่วิงซ์แซ่บKFC","15","0","105","กรัม","1","7","","1คาร์บ=3 ชิ้น"
"390","390","ขนมปังกระเทียมPizza( Hut)","ขนมปังกระเทียมPizza( Hut)","15","0","12.6666666666667","กรัม","1","7","","3คาร์บ=5 ชิ้น"
"391","391","ข้าวปั้นสามเหลี่ยม (โออิชิ)","ข้าวปั้นสามเหลี่ยม (โออิชิ)","16","0","44.4444444444444","กรัม","1","7","","1.5คาร์บ=1 ชิ้น"
"392","392","ข้าวยำไก่แซ่บKFC","ข้าวยำไก่แซ่บKFC","15.6666666666667","0","10.1111111111111","กรัม","1","7","","6คาร์บ=1 จาน"
"393","393","ชิกเก้นซีซาร์สลัดPizza (Hut)","ชิกเก้นซีซาร์สลัดPizza (Hut)","19","0","160","กรัม","1","7","","1คาร์บ=1 จาน"
"394","394","ชีสเบอร์เกอร์McDonald's","ชีสเบอร์เกอร์McDonald's","16.5","0","28.25","กรัม","1","7","","2คาร์บ=1 ชิ้น"
"395","395","ซิงเกอร์เบอร์เกอร์KFC","ซิงเกอร์เบอร์เกอร์KFC","15.3333333333333","0","21.8888888888889","กรัม","1","7","","3คาร์บ=1 ชิ้น"
"396","396","ดับเบิ้ลชีสเบอร์เกอร์McDonald's","ดับเบิ้ลชีสเบอร์เกอร์McDonald's","14","0","18.08","กรัม","1","7","","2.5คาร์บ=1 ชิ้น"
"397","397","ทูน่า คอร์น สลัดKFC","ทูน่า คอร์น สลัดKFC","12","0","100","กรัม","1","7","","1คาร์บ=ขนาดปกติ"
"398","398","ทูน่า คอร์น สลัดKFC","ทูน่า คอร์น สลัดKFC","20","0","160","กรัม","1","7","","1คาร์บ=ขนาดใหญ่"
"399","399","นักเก็ตKFC","นักเก็ตKFC","18","0","100","กรัม","1","7","","1คาร์บ=6 ชิ้น"
"400","400","นักเก็ตMcDonald's","นักเก็ตMcDonald's","18","0","97","กรัม","1","7","","1คาร์บ=6 ชิ้น"
"401","401","เบอร์เกอร์ปลาคริสปี้KFC","เบอร์เกอร์ปลาคริสปี้KFC","15.4285714285714","0","14.3673469387755","กรัม","1","7","","3.5คาร์บ=1 ชิ้น"
"402","402","ผักโขมอบชีสPizzaHut","ผักโขมอบชีสPizzaHut","14","0","270","กรัม","1","7","","1คาร์บ=1 จาน"
"403","403","พิซซ่าpeperoni (แป้งหนานุ่ม)Pizza( Hut)","พิซซ่าpeperoni (แป้งหนานุ่ม)Pizza( Hut)","14.6666666666667","0","28","กรัม","1","7","","1.5คาร์บ=1 ชิ้น"
"404","404","พิซซ่าหน้าชีส ขอบชีสPizza (Hut)","พิซซ่าหน้าชีส ขอบชีสPizza (Hut)","13.5","0","23.75","กรัม","1","7","","2คาร์บ=1 ชิ้น"
"405","405","พิซซ่าซีฟู้ดพาราไดส์ (แป้งหนานุ่ม)(PizzaHut","พิซซ่าซีฟู้ดพาราไดส์ (แป้งหนานุ่ม)(PizzaHut","16","0","37.7777777777778","กรัม","1","7","","1.5คาร์บ=1 ชิ้น"
"406","406","พิซซ่าซูเปอร์สุพรีมขอบชีสPizzaHut","พิซซ่าซูเปอร์สุพรีมขอบชีสPizzaHut","14.5","0","28.75","กรัม","1","7","","2คาร์บ=1 ชิ้น"
"407","407","พิซซ่าฮาวาเอี้ยน (แป้งหนานุ่ม)PizzaHut","พิซซ่าฮาวาเอี้ยน (แป้งหนานุ่ม)PizzaHut","15.6","0","0.16","ชิ้น","1","7","","2.5คาร์บ=1 ชิ้น"
"408","408","พิซซ่าแฮมPizza( Hut)*","พิซซ่าแฮมPizza( Hut)*","13.5","0","0.25","ชิ้น","1","7","","2คาร์บ=1 ชิ้น"
"409","409","ฟิช ฟิงเกอร์KFC","ฟิช ฟิงเกอร์KFC","16","0","75","กรัม","1","7","","1คาร์บ=3 ชิ้น"
"410","410","เฟรนช์ฟรายส์KFC","เฟรนช์ฟรายส์KFC","14","0","22.2222222222222","กรัม","1","7","","1.5คาร์บ=ขนาดปกติ"
"411","411","เฟรนช์ฟรายส์KFC","เฟรนช์ฟรายส์KFC","16.5","0","20","กรัม","1","7","","2คาร์บ=ขนาดใหญ่"
"412","412","เฟรนช์ฟรายส์KFC","เฟรนช์ฟรายส์KFC","16.6666666666667","0","13.3333333333333","กรัม","1","7","","3คาร์บ=ขนาดจัมโบ้"
"413","413","มันบด KFC","มันบด KFC","11","0","100","กรัม","1","7","","1คาร์บ=ขนาดปกติ"
"414","414","มันบด KFC","มันบด KFC","14.6666666666667","0","44.4444444444444","กรัม","1","7","","3คาร์บ=ขนาดใหญ่"
"415","415","แมคฟิช McDonald's","แมคฟิช McDonald's","15.6","0","22.72","กรัม","1","7","","2.5คาร์บ=1 ชิ้น"
"416","416","สปาเก็ตตี้กุ้งอบชีสPizzaHut","สปาเก็ตตี้กุ้งอบชีสPizzaHut","14.6","0","12.8","กรัม","1","7","","5คาร์บ=1 จาน"
"417","417","สปาเก็ตตี้เบคอนPizza( Hut)","สปาเก็ตตี้เบคอนPizza( Hut)","14.25","0","13.4375","กรัม","1","7","","4คาร์บ=1 จาน"
"418","418","สปาเก็ตตี้ไวท์ครีมซอสPizza (Hut)","สปาเก็ตตี้ไวท์ครีมซอสPizza (Hut)","14.75","0","19.625","กรัม","1","7","","4คาร์บ=1 จาน"
"419","419","ไส้กรอกมินิคอกเทลแฮมเบคอน(3.9×1.7 ซม.)","ไส้กรอกมินิคอกเทลแฮมเบคอน(3.9×1.7 ซม.)","0","0","3.9","ซม","1","7","","0คาร์บ=2 ชิ้น"
"420","420","ไอศกรีมโคนวานิลาKFC","ไอศกรีมโคนวานิลาKFC","16.6666666666667","0","40","กรัม","1","7","","1.5คาร์บ=1 โคน"
"421","421","แฮมเบอร์เกอร์ไก่McDonald's","แฮมเบอร์เกอร์ไก่McDonald's","16","0","23.04","กรัม","1","7","","2.5คาร์บ=1 ชิ้น"
"422","422","บะหมี่น้ำหมูลูกชิ้น (417 กรัม) 400 กิโลแคลอรี","บะหมี่น้ำหมูลูกชิ้น (417 กรัม) 400 กิโลแคลอรี","15","0","208.5","กรัม","1","9","","2คาร์บ=บะหมี่ลวกสุก 2/3 ถต. (90 กรัม)"
"423","423","ผัดซีอิ๊วหมูใส่ไข่ (241 กรัม) 535 กิโลแคลอรี","ผัดซีอิ๊วหมูใส่ไข่ (241 กรัม) 535 กิโลแคลอรี","15","0","73.03","กรัม","1","9","","3.3คาร์บ=เส้นใหญ่ 1.5 ถต. (200 กรัม)  น้ำตาลทราย 1 ชช. (5 กรัม)"
"424","424","ราดหน้าเส้นใหญ่หมู (485 กรัม) 452 กิโลแคลอรี","ราดหน้าเส้นใหญ่หมู (485 กรัม) 452 กิโลแคลอรี","15","0","173.21","กรัม","1","9","","2.8คาร์บ=เส้นใหญ่ 1.5 ถต. (125 กรัม)   น้ำราดหน้า 1 ถต. (251 กรัม)  น้ำตาลทราย 1 ชช. (5 กรัม)"
"425","425","ก๋วยเตี๋ยวเส้นหมี่ไก่มะระ (650 กรัม) 300 กิโลแคลอรี","ก๋วยเตี๋ยวเส้นหมี่ไก่มะระ (650 กรัม) 300 กิโลแคลอรี","15","0","325","กรัม","1","9","","2คาร์บ=เส้นหมี่ 1 ถต. (160 กรัม)"
"426","426","สุกี้ทะเล (590 กรัม) 235 กิโลแคลอรี","สุกี้ทะเล (590 กรัม) 235 กิโลแคลอรี","15","0","393.33","กรัม","1","9","","1.5คาร์บ=วุ้นเส้น1/2 ถต. (80 กรัม) น้ำจิ้มสุกี้2 ชต."
"427","427","ผัดไทยใส่ไข่ (268 กรัม) 600 กิโลแคลอรี","ผัดไทยใส่ไข่ (268 กรัม) 600 กิโลแคลอรี","15","0","89.33","กรัม","1","9","","3คาร์บ=เส้นผัดไทย 1 ถต. (150 กรัม) น้ำตาลทราย1 ชต. (15 กรัม)"
"428","428","ข้าวหมกไก่  (340 กรัม) 505 กิโลแคลอรี","ข้าวหมกไก่  (340 กรัม) 505 กิโลแคลอรี","15","0","94.44","กรัม","1","9","","3.6 คาร์บ= ข้าวหมก 1 ถต. (180 กรัม) น้ำตาลทราย (ในข้าวหมกไก่)1 ชช. (5 กรัม) น้ำจิ้มข้าวหม ไก่ (น้ำตาล) 1 ชต. (น้ำตาล 1 ชช.)"
"429","429","ขนมจีนน้ำยา (391 กรัม) 225 กิโลแคลอรี","ขนมจีนน้ำยา (391 กรัม) 225 กิโลแคลอรี","15","0","230","กรัม","1","9","","1.7คาร์บ=เส้นขนมจีน	1/2 + 1/3 ถต. (125 กรัม)"
"430","430","ข้าวหมูแดง (250 กรัม) 430 กิโลแคลอรี","ข้าวหมูแดง (250 กรัม) 430 กิโลแคลอรี","15","0","71.43","กรัม","1","9","","3.5คาร์บ=ข้าวสวย 1 ถต. (170 กรัม) น้ำราด (น้ำตาล + แป้งมัน)3 ชต."
"431","431","ข้าวมันไก่ (245 กรัม) 380 กิโลแคลอรี","ข้าวมันไก่ (245 กรัม) 380 กิโลแคลอรี","15","0","106.52","กรัม","1","9","","2.3คาร์บ=ข้าวมัน	2/3 ถต. (120 กรัม) น้ำจิ้ม (น้ำตาลแฝง)1 ชต. (น้ำตาล 1 ชช.)"
"432","432","ข้าวผัดหมูใส่ไข่ (270 กรัม) 525 กิโลแคลอรี","ข้าวผัดหมูใส่ไข่ (270 กรัม) 525 กิโลแคลอรี","15","0","85.71","กรัม","1","9","","3.15คาร์บ=ข้าวสวย 1 2/3 ถต. (170 กรัม) น้ำตาลทราย1/2 ชช. (3 กรัม)"
"433","433","ข้าวกะเพราหมูสับใส่ไข่ดาว (270 กรัม) 525 กิโลแคลอรี","ข้าวกะเพราหมูสับใส่ไข่ดาว (270 กรัม) 525 กิโลแคลอรี","15","0","85.71","กรัม","1","9","","3.15คาร์บ = ข้าวสวย1 ถต. (170 กรัม) น้ำตาลทราย1/2 ชช. (3 กรัม)"
"434","434","ข้าวขาหมู (246 กรัม) 500 กิโลแคลอรี","ข้าวขาหมู (246 กรัม) 500 กิโลแคลอรี","15","0","82","กรัม","1","9","","3คาร์บ=ข้าวสวย	1 ถต. (180 กรัม) น้ำราด (น้ำตาลแฝง)1/3 ถต. (น้ำตาล 1 ชช.)"
"435","435","สปาเก็ตตี้คาโบนาร่า (210 กรัม) 350 กิโลแคลอรี","สปาเก็ตตี้คาโบนาร่า (210 กรัม) 350 กิโลแคลอรี","15","0","91.3","กรัม","1","9","","2.3คาร์บ=เส้นสปาเก็ตตี้ 2/3 ถต. (100 กรัม) ซอสคาโบนาร่า (นมสด) 100 กรัม"
"436","436","ก๋วยจั๊บ (645 กรัม) 490 กิโลแคลอรี","ก๋วยจั๊บ (645 กรัม) 490 กิโลแคลอรี","15","0","280.43","กรัม","1","9","","2.3คาร์บ=เส้นก๋วยจั๊บ 1 ถต. (190 กรัม) น้ำตาลทราย1 ชช. (5 กรัม)"
"437","437","ข้าวคลุกกะปิ (237 กรัม) 370 กิโลแคลอรี","ข้าวคลุกกะปิ (237 กรัม) 370 กิโลแคลอรี","15","0","94.8","กรัม","1","9","","2.5คาร์บ=ข้าวสวย 2/3 ถต. (115 กรัม) ไก่หวาน (น้ำตาล)2 ชต. (น้ำตาล 2 ชช.)"
"438","438","ลาซอนญ่าเนื้อ 1 ชิ้น  (ขนาด 4.5×3.2×2 นิ้ว) 408 กิโลแคลอรี","ลาซอนญ่าเนื้อ 1 ชิ้น  (ขนาด 4.5×3.2×2 นิ้ว) 408 กิโลแคลอรี","15","0","0.5","ชิ้น","1","9","","2คาร์บ=แป้งอเนกประสงค์ + ซอสมะเขือเทศ"
"439","439","กระเพาะปลา (446 กรัม) 170 กิโลแคลอรี","กระเพาะปลา (446 กรัม) 170 กิโลแคลอรี","15","0","446","กรัม","1","9","","1คาร์บ=เส้นหมี่ 1/4 ถต. (48 กรัม) น้ำซุปกระเพาะปลา (แป้ง)1/2 ถต. (แป้ง 1 ชต.)"
"440","440","หอยทอดใส่ไข่ (250 กรัม) 547 กิโลแคลอรี","หอยทอดใส่ไข่ (250 กรัม) 547 กิโลแคลอรี","15","0","100","กรัม","1","9","","2.5คาร์บ=แป้งหอยทอด (ไข่ + หอย) 150 กรัม น้ำจิ้มหอยทอด (หวาน)3 ชต."
"441","441","ข้าวซอยไก่ (409 กรัม) 450 กิโลแคลอรี","ข้าวซอยไก่ (409 กรัม) 450 กิโลแคลอรี","15","0","163.6","กรัม","1","9","","2.5คาร์บ=บะหมี่เส้นแบน + หมี่กรอบ 2/3 ถต. (85 กรัม)  น้ำแกง (น้ำตาลปี๊บ)1 ถต. (น้ำตาล 2 ชช.)"
